Person_ID,Year,Age,Labor_Income,Insurance,Education,Gender,Last_Marital,Employment,employed_lag
18004,2019,65,0.0,1,2,1,1,1.0,1
18005,2013,60,38946.42857142857,1,2,1,4,0.0,0
18005,2015,62,27642.585551330798,1,2,1,4,0.0,0
18005,2017,64,36350.0,1,2,1,4,0.0,0
18005,2019,66,21166.383512544802,1,2,1,4,0.0,0
18005,2021,68,7537.428129829984,1,2,1,4,1.0,0
18030,2013,41,0.0,1,3,1,1,1.0,1
18030,2015,43,0.0,1,3,1,1,1.0,1
18035,2019,45,43428.9127837515,1,2,1,4,1.0,1
18035,2021,47,26293.353941267385,0,2,1,4,1.0,1
18185,2019,44,4342.891278375149,1,3,0,4,1.0,0
18204,2013,37,91191.63763066202,1,2,1,1,1.0,1
18204,2015,39,66342.20532319392,1,2,1,1,1.0,1
18205,2013,29,8074.259581881533,0,2,1,1,1.0,1
18205,2015,31,14742.712294043093,1,2,1,1,1.0,1
18206,2013,36,123488.67595818816,1,3,1,1,1.0,1
18206,2015,38,87534.85424588087,1,3,1,1,1.0,1
18209,2017,38,90875.0,1,3,1,1,1.0,1
18209,2019,40,152001.19474313024,1,3,1,1,1.0,1
18209,2021,42,75846.21329211746,1,3,1,1,1.0,1
19003,2013,61,0.0,0,2,1,2,1.0,1
19003,2015,63,0.0,1,2,1,2,1.0,1
19003,2017,65,0.0,1,2,1,2,0.0,1
19003,2019,67,0.0,1,2,1,2,1.0,0
19004,2013,60,14343.684668989548,1,2,0,3,0.0,1
19030,2021,38,33709.42812982998,1,3,0,4,1.0,1
19171,2013,31,11949.90418118467,1,3,0,4,1.0,1
19171,2015,33,10623.967046894804,1,3,0,4,1.0,1
19171,2021,39,9345.096213292116,1,3,0,4,1.0,1
22003,2013,55,23747.82229965157,1,3,0,4,1.0,1
22003,2015,57,18428.390367553868,1,3,0,4,1.0,1
22003,2017,59,25445.0,1,3,0,4,1.0,1
22003,2019,61,25188.769414575865,1,3,0,4,1.0,1
22003,2021,63,20225.65687789799,1,3,0,4,1.0,1
22004,2013,48,26122.604529616725,1,2,1,4,1.0,1
22004,2015,50,46070.975918884666,0,2,1,4,1.0,1
22004,2017,52,75273.58,1,2,1,4,1.0,1
22004,2019,54,48640.382317801676,0,2,1,4,0.0,1
22004,2021,56,37923.10664605873,0,2,1,4,0.0,0
22173,2013,47,46545.73170731708,1,3,0,4,1.0,1
22173,2015,49,47453.10519645121,1,3,0,4,1.0,1
22173,2017,51,49981.25,1,3,0,4,1.0,1
22173,2019,53,49508.9605734767,1,3,0,4,1.0,1
22173,2021,55,48035.935085007724,1,3,0,4,1.0,1
22175,2017,43,72700.0,1,3,0,4,1.0,1
22176,2015,23,38054.62610899873,1,3,1,1,1.0,1
22176,2017,25,29988.75,1,3,1,1,1.0,1
22176,2019,27,50377.53882915173,1,3,1,1,1.0,1
23003,2013,63,87391.98606271777,1,3,0,4,0.0,1
23003,2015,65,75556.40050697085,1,3,0,4,1.0,0
23003,2017,67,63612.49999999999,1,3,0,4,1.0,1
23030,2013,44,98790.94076655053,1,3,0,2,1.0,1
23030,2015,46,93063.37135614702,1,3,0,2,1.0,1
23030,2017,48,93601.25,1,3,0,2,1.0,1
38001,2015,69,0.0,1,3,1,1,1.0,1
39001,2013,68,0.0,1,3,1,1,1.0,1
39001,2015,70,0.0,1,3,1,1,1.0,1
39003,2013,46,18048.344947735193,1,2,0,4,1.0,1
39003,2015,48,18421.019011406846,1,2,0,4,1.0,1
39003,2017,50,0.0,1,2,0,4,1.0,1
39003,2019,52,0.0,1,2,0,4,1.0,1
39003,2021,54,0.0,1,2,0,4,1.0,1
39030,2013,42,64594.07665505227,1,3,1,1,1.0,1
39030,2015,44,66710.773130545,1,3,1,1,1.0,1
39030,2017,46,69973.75,1,3,1,1,1.0,1
39171,2013,41,0.0,1,3,1,1,1.0,1
39171,2015,43,230354.87959442334,1,3,1,1,1.0,1
39171,2017,45,0.0,1,3,1,1,1.0,1
39171,2019,47,778246.1170848268,1,3,1,1,1.0,1
39171,2021,49,471931.99381761975,1,3,1,1,1.0,1
39172,2019,49,27794.504181600958,0,3,0,4,1.0,1
40003,2013,53,48445.557491289204,1,2,1,1,1.0,1
40003,2015,55,82927.7566539924,1,2,1,1,1.0,1
40003,2017,57,72700.0,1,2,1,1,1.0,1
40003,2019,59,60800.477897252094,1,2,1,1,1.0,1
40005,2013,50,73143.29268292684,1,3,0,1,1.0,1
40005,2015,52,78320.65906210394,1,3,0,1,1.0,1
40005,2017,54,84513.75,1,3,0,1,1.0,1
40005,2019,56,95543.60812425328,1,3,0,1,0.0,1
40033,2015,33,534.4233206590621,1,2,0,5,0.0,0
40034,2013,30,55094.94773519164,1,3,1,4,1.0,1
40034,2019,36,70962.84348864995,1,3,1,4,1.0,1
40034,2021,38,79217.15610510045,1,3,1,4,1.0,1
40035,2015,29,41463.8783269962,1,2,1,5,1.0,1
40035,2017,31,40893.75,0,2,1,5,1.0,1
40035,2019,33,52114.69534050179,1,2,1,5,1.0,1
40035,2021,35,0.0,0,2,1,5,1.0,1
40036,2013,26,36096.68989547039,1,3,1,2,1.0,1
40036,2015,28,42385.29784537389,1,3,1,2,1.0,1
40036,2017,30,54525.0,1,3,1,2,1.0,1
40036,2019,32,47771.80406212664,1,3,1,2,1.0,1
40036,2021,34,50564.14219474497,1,3,1,2,1.0,1
40172,2013,43,68393.72822299652,1,2,1,1,1.0,1
40172,2015,45,83849.17617237009,1,2,1,1,1.0,1
40172,2017,47,83605.0,1,2,1,1,1.0,1
40172,2019,49,86857.825567503,1,2,1,1,1.0,1
40172,2021,51,85116.3060278207,1,2,1,1,1.0,1
40173,2013,42,47495.64459930314,0,3,1,1,1.0,1
40181,2013,35,21847.996515679442,1,2,1,1,1.0,1
40181,2015,37,35935.36121673004,1,2,1,1,1.0,1
40181,2017,39,34532.5,1,2,1,1,1.0,1
40181,2019,41,39954.59976105137,1,2,1,1,1.0,1
40181,2021,43,38765.842349304476,1,2,1,1,1.0,1
40191,2015,52,78320.65906210394,1,3,1,1,0.0,1
40191,2017,54,41802.5,1,3,1,1,1.0,0
40191,2019,56,54720.43010752688,1,3,1,1,1.0,1
40191,2021,58,53092.34930448222,1,3,1,1,0.0,1
40195,2017,39,19992.5,1,2,1,1,1.0,1
41004,2013,57,0.0,1,2,1,1,1.0,1
41031,2013,33,37046.602787456446,1,2,1,3,1.0,1
41032,2021,21,10112.828438948995,1,2,0,2,1.0,0
41180,2013,32,82642.42160278746,1,3,1,1,1.0,1
41180,2015,34,93984.79087452471,1,3,1,1,1.0,1
41180,2017,36,105415.0,1,3,1,1,1.0,1
41180,2019,38,132023.89486260453,1,3,1,1,1.0,1
41180,2021,40,127253.09119010819,1,3,1,1,1.0,1
41187,2017,33,9996.25,1,2,0,4,1.0,1
41187,2019,35,12246.95340501792,1,3,0,4,1.0,1
41187,2021,37,7584.621329211745,1,3,0,4,1.0,1
41194,2013,32,30397.212543554007,1,2,0,4,1.0,1
41194,2015,34,31328.263624841573,1,2,0,4,1.0,1
41194,2017,36,34986.875,1,2,0,4,1.0,1
41194,2019,38,33874.55197132617,1,2,0,4,1.0,1
41194,2021,40,34973.5316846986,1,2,0,4,1.0,1
41196,2013,33,52245.20905923345,1,3,1,1,1.0,1
41196,2015,35,53442.332065906216,1,3,1,1,1.0,1
41196,2017,37,60431.875,1,3,1,1,1.0,1
41199,2013,42,10449.04181184669,1,2,1,2,1.0,0
41199,2015,44,4607.097591888467,1,2,1,2,1.0,1
41199,2017,46,10905.0,1,2,1,2,1.0,1
41200,2013,45,49775.43554006969,1,3,1,1,1.0,1
41200,2015,47,82927.7566539924,1,3,1,1,1.0,1
41200,2017,49,47255.0,1,3,1,1,1.0,1
41200,2019,51,51246.117084826765,1,3,1,1,1.0,1
41200,2021,53,49957.37248840803,1,3,1,1,1.0,1
41203,2013,29,0.0,1,2,1,1,0.0,0
41204,2013,33,25647.648083623695,1,2,1,1,0.0,1
41204,2015,35,20271.22940430925,1,2,1,1,1.0,0
41204,2017,37,52525.75,1,2,1,1,1.0,1
41204,2019,39,46903.22580645161,1,2,1,1,1.0,1
41204,2021,41,42136.78516228747,1,2,1,1,1.0,1
41207,2015,57,31328.263624841573,1,2,1,1,1.0,1
41207,2017,59,21991.75,1,2,1,1,1.0,1
41207,2019,61,19543.010752688173,1,2,1,1,1.0,1
45031,2013,35,43695.993031358885,1,2,0,4,0.0,1
45031,2015,37,921.4195183776933,1,2,0,4,1.0,0
45031,2017,39,27262.5,1,2,0,4,1.0,1
45033,2015,21,24878.32699619772,1,2,0,1,1.0,1
45034,2019,23,32293.73954599761,1,2,0,4,0.0,1
45173,2013,57,32643.75653310105,1,1,1,1,1.0,1
45173,2015,59,33171.10266159696,1,1,1,1,1.0,1
45173,2017,61,36350.0,1,1,1,1,1.0,1
45173,2019,63,31268.817204301075,1,1,1,1,1.0,1
45173,2021,65,29495.749613601234,1,1,1,1,1.0,1
45178,2013,58,30682.18641114983,0,1,1,1,1.0,1
46030,2021,43,0.0,0,2,0,5,0.0,1
46175,2013,23,12348.867595818816,0,2,1,1,1.0,0
46175,2015,25,0.0,0,2,1,1,0.0,1
46175,2017,27,22718.75,0,2,1,1,0.0,0
47005,2013,48,0.0,1,3,1,1,1.0,1
47005,2015,50,69106.463878327,1,3,1,1,1.0,1
47005,2017,52,0.0,1,3,1,1,1.0,1
47005,2019,54,50724.970131421745,1,3,1,1,1.0,1
47005,2021,56,48035.935085007724,1,3,1,1,1.0,1
47035,2017,28,31806.249999999996,0,2,1,2,1.0,1
47035,2019,30,34743.130227001195,0,2,1,2,1.0,1
47035,2021,32,33709.42812982998,1,2,1,2,1.0,1
47036,2017,26,31987.999999999996,1,3,0,1,1.0,1
47037,2013,22,12823.824041811848,1,3,0,1,1.0,1
47037,2015,24,64499.36628643853,1,3,0,1,1.0,1
47037,2017,26,54525.0,1,3,0,1,1.0,1
47170,2013,52,3324.69512195122,1,3,1,1,1.0,1
47170,2015,54,0.0,1,3,1,1,1.0,1
47170,2017,56,0.0,1,3,1,1,1.0,1
47170,2019,58,60800.477897252094,1,3,1,1,1.0,1
47170,2021,60,0.0,1,3,1,1,1.0,1
47174,2013,44,75993.03135888503,1,2,1,1,1.0,1
47174,2015,46,78320.65906210394,1,2,1,1,1.0,1
47174,2017,48,74319.3925,1,2,1,1,1.0,1
47174,2019,50,60800.477897252094,1,2,1,1,1.0,1
47174,2021,52,65490.676970633685,1,2,1,1,1.0,1
47175,2013,41,39896.34146341464,1,3,1,1,1.0,1
47176,2013,43,80742.59581881533,1,3,1,1,1.0,1
47176,2015,45,77399.23954372623,1,3,1,1,1.0,1
47176,2017,47,78152.5,1,3,1,1,1.0,1
47176,2019,49,86857.825567503,1,3,1,1,1.0,1
47176,2021,51,91858.1916537867,1,3,1,1,1.0,1
47182,2013,28,33246.95121951219,1,2,1,1,1.0,1
47182,2015,30,28748.28897338403,1,2,1,1,1.0,1
47182,2017,32,49981.25,1,2,1,1,1.0,1
47182,2019,34,52114.69534050179,1,2,1,1,1.0,1
47182,2021,36,37923.10664605873,1,2,1,1,1.0,1
47184,2021,30,101128.28438948994,1,3,1,1,1.0,1
47185,2021,31,0.0,1,3,1,1,1.0,1
50003,2013,53,23842.813588850175,1,2,1,4,1.0,1
50003,2015,55,16861.97718631179,1,2,1,4,1.0,1
50003,2017,57,16357.499999999998,1,2,1,4,1.0,1
50003,2019,59,15634.408602150537,1,2,1,4,1.0,1
50004,2013,49,53195.12195121952,1,3,1,4,1.0,1
50004,2015,51,62146.0608365019,1,3,1,4,1.0,1
50004,2017,53,61340.625,1,3,1,4,1.0,1
50004,2019,55,33179.689366786144,1,3,1,4,0.0,1
50004,2021,57,45507.72797527048,0,3,1,4,1.0,0
50031,2021,43,17354.456336939722,1,3,0,4,1.0,1
50032,2019,30,28836.798088410993,1,3,0,2,1.0,1
50033,2019,27,10422.939068100359,0,3,1,2,1.0,1
50033,2021,29,10112.828438948995,1,3,1,2,1.0,1
50170,2013,53,132987.80487804877,1,3,1,1,1.0,1
50170,2015,55,68185.0443599493,1,3,1,1,1.0,1
50170,2017,57,63612.49999999999,1,3,1,1,1.0,1
50170,2019,59,92069.29510155317,1,3,1,1,1.0,1
50170,2021,61,73318.00618238021,1,3,1,1,1.0,1
50177,2013,42,52245.20905923345,1,3,1,1,1.0,1
50177,2015,44,44228.13688212928,1,3,1,1,1.0,1
50178,2015,42,108727.50316856781,1,2,1,1,1.0,1
50178,2017,44,122681.25,1,2,1,1,1.0,1
50178,2019,46,152869.77299880527,1,2,1,1,1.0,1
50178,2021,48,156748.8408037094,1,2,1,1,1.0,1
51171,2013,45,104490.4181184669,1,2,1,1,1.0,1
51171,2015,47,92141.95183776933,1,2,1,1,1.0,1
51171,2017,49,66338.75,1,2,1,1,1.0,1
51171,2019,51,52114.69534050179,1,2,1,1,1.0,1
51171,2021,53,92700.92735703244,1,2,1,1,1.0,1
51173,2017,38,31806.249999999996,1,2,1,1,0.0,1
51173,2019,40,69486.26045400239,1,2,1,1,1.0,0
53003,2013,55,61554.35540069687,1,2,1,1,1.0,1
53003,2015,57,66342.20532319392,1,2,1,1,1.0,1
53003,2017,59,63612.49999999999,1,2,1,1,1.0,1
53003,2019,61,62537.63440860215,1,2,1,1,1.0,1
53003,2021,63,50564.14219474497,1,2,1,1,1.0,1
53007,2013,52,20898.08362369338,0,2,1,1,1.0,0
53008,2013,51,50503.06881533101,1,2,1,1,1.0,1
53008,2015,53,60813.68821292776,1,2,1,1,1.0,1
53008,2017,55,75426.25,1,2,1,1,1.0,1
53008,2019,57,85120.66905615292,1,2,1,1,1.0,1
53008,2021,59,29495.749613601234,1,2,1,1,1.0,1
53009,2013,48,34386.84668989547,0,2,1,4,1.0,0
53009,2015,50,6092.425855513308,0,2,1,4,1.0,1
53009,2017,52,0.0,1,2,1,4,0.0,1
53009,2019,54,6948.6260454002395,1,2,1,4,1.0,0
53010,2013,46,8549.216027874565,0,2,1,4,0.0,1
53010,2015,48,7931.579214195184,0,2,1,4,0.0,0
53030,2013,34,31561.805749128922,1,2,1,1,1.0,1
53030,2015,36,46070.975918884666,0,2,1,1,1.0,1
53030,2017,38,63794.24999999999,1,2,1,1,1.0,1
53030,2019,40,24684.99402628435,1,2,1,1,1.0,1
53030,2021,42,50564.14219474497,1,2,1,1,1.0,1
53031,2013,33,30397.212543554007,1,2,1,1,1.0,1
53031,2015,35,27642.585551330798,0,2,1,1,1.0,1
53031,2017,37,36350.0,1,2,1,1,1.0,1
53031,2019,39,29531.660692951016,1,2,1,1,1.0,1
53031,2021,41,39001.808346213285,1,2,1,1,1.0,1
53033,2013,32,31347.12543554007,1,2,1,1,1.0,1
53033,2015,34,41463.8783269962,1,2,1,1,1.0,1
53033,2017,36,31806.249999999996,1,2,1,1,1.0,1
53033,2019,38,45166.06929510155,1,2,1,1,1.0,1
53033,2021,40,42136.78516228747,1,2,1,1,1.0,1
53037,2015,26,16216.983523447403,0,2,1,5,1.0,1
53038,2013,24,13298.78048780488,0,2,1,1,1.0,0
53038,2019,30,30400.238948626047,0,2,1,1,1.0,1
53038,2021,32,18540.18547140649,1,2,1,1,0.0,1
53039,2017,27,14994.375,1,2,1,2,1.0,1
53039,2019,29,19977.299880525687,1,2,1,2,1.0,1
53040,2013,21,5319.512195121952,0,2,1,2,1.0,0
53040,2015,23,7785.073510773131,0,2,1,2,1.0,1
53040,2017,25,18007.789999999997,0,2,1,2,1.0,1
53040,2019,27,25362.485065710873,0,2,1,2,1.0,1
53041,2017,25,63612.49999999999,1,3,1,1,1.0,1
53041,2019,27,65143.36917562724,1,3,1,1,1.0,1
53041,2021,29,67418.85625965997,1,3,1,1,1.0,1
53173,2013,54,28497.386759581885,1,3,1,1,1.0,1
53173,2015,56,32249.683143219267,1,3,1,1,1.0,1
53173,2017,58,36713.5,1,3,1,1,1.0,1
53173,2019,60,39086.021505376346,1,3,1,1,1.0,1
53173,2021,62,37923.10664605873,0,3,1,1,1.0,1
53202,2013,59,13298.78048780488,1,3,0,4,1.0,1
53202,2015,61,18428.390367553868,1,3,0,4,1.0,1
53202,2017,63,17629.75,1,3,0,4,1.0,1
53202,2019,65,17371.565113500597,1,3,0,4,1.0,1
53202,2021,67,0.0,1,3,0,4,1.0,1
53218,2013,49,20138.15331010453,0,3,1,1,1.0,1
53218,2015,51,34092.52217997465,1,3,1,1,1.0,1
53218,2017,53,31806.249999999996,1,3,1,1,1.0,1
53218,2019,55,37348.864994026284,1,3,1,1,1.0,1
53220,2021,48,13483.771251931992,0,3,0,4,0.0,1
53236,2013,27,23747.82229965157,1,2,1,1,1.0,1
53236,2015,29,25279.144486692017,1,2,1,1,1.0,1
57005,2013,48,7599.303135888502,0,2,0,4,1.0,0
57005,2015,50,0.0,0,2,0,4,0.0,1
57005,2017,52,0.0,0,2,0,4,0.0,0
57005,2019,54,6612.486260454002,0,2,0,4,0.0,0
57005,2021,56,0.0,0,2,0,4,0.0,0
57030,2013,36,7112.9477351916385,0,2,0,5,0.0,1
57033,2013,20,10259.059233449478,1,2,0,2,1.0,1
57033,2015,22,3224.9683143219268,1,2,0,2,1.0,1
57033,2017,24,6428.4974999999995,1,2,0,2,0.0,1
57033,2019,26,0.0,1,2,0,2,0.0,0
57180,2019,26,0.0,0,2,0,2,0.0,1
57180,2021,28,0.0,0,2,0,2,0.0,0
57184,2013,25,0.0,0,2,1,2,0.0,0
57185,2015,30,11517.743979721166,0,2,1,2,1.0,1
60022,2013,64,34154.118031358885,1,3,1,1,1.0,1
60022,2015,66,0.0,1,3,1,1,1.0,1
