Person_ID,Year,Age,Employment,HEALTH GOOD?,INTERVIEW NUMBER,Labor_Income,OFUM TOTAL LABOR INCOME- IMPUTED,RELATION TO HEAD,SEQUENCE NUMBER,Insurance,Education,Gender,WHETHER SAMPLE OR NONSAMPLE,# LIVE BIRTHS TO THIS INDIVIDUAL,Last_Marital,Age_Group,CPI
4195,2011,38,1,0,1513,28851.0,0,10,1,0,2,1,5,3,1,35-54,218.1
4195,2013,40,3,0,7300,34576.829268292684,0,10,1,0,2,1,5,3,1,35-54,229.6
4196,2011,34,3,0,80,0.0,0,10,1,0,2,1,5,2,4,18-34,218.1
4196,2013,36,1,0,8687,37996.51567944251,0,10,1,1,2,1,5,2,4,35-54,229.6
4197,2013,37,1,0,8329,41796.16724738676,0,10,1,1,3,1,0,1,1,35-54,229.6
4197,2015,39,1,0,6780,23956.907477820027,0,10,1,1,3,1,0,1,1,35-54,236.7
4200,2013,20,1,0,5963,5562.689895470384,0,10,1,1,2,1,0,0,1,18-34,229.6
4201,2011,29,1,0,1602,11000.0,0,10,1,1,2,1,0,2,4,18-34,218.1
4201,2013,31,1,0,8698,21847.996515679442,0,10,1,1,2,1,0,2,4,18-34,229.6
4201,2015,33,3,0,7304,23956.907477820027,0,10,1,0,2,1,0,2,4,18-34,236.7
4202,2011,29,1,0,1839,33688.0,0,10,1,1,2,1,0,0,1,18-34,218.1
4204,2015,33,1,0,3252,48497.07351077313,0,10,1,0,2,1,0,3,1,18-34,236.7
4204,2017,35,3,0,4293,45437.5,0,10,1,1,2,1,0,3,1,35-54,240.0
4204,2019,37,1,0,4681,30400.238948626047,0,10,1,1,2,1,0,3,1,35-54,251.1
4206,2017,34,1,0,8691,36350.0,0,10,1,1,3,1,0,1,1,18-34,240.0
4206,2019,36,1,0,5671,34743.130227001195,0,10,1,1,3,1,0,1,1,35-54,251.1
4206,2021,38,1,0,6598,42136.78516228747,0,10,1,1,3,1,0,1,1,35-54,258.8
4207,2019,26,1,0,6506,26057.347670250896,0,10,1,0,2,1,0,0,2,18-34,251.1
4207,2021,28,1,0,7060,29785.650695517772,0,10,1,0,2,1,0,0,2,18-34,258.8
4209,2019,66,1,0,8968,79909.19952210275,0,10,1,1,3,1,0,2,1,55-70,251.1
4209,2021,68,1,0,4719,166861.66924265842,0,10,1,1,3,1,0,2,1,55-70,258.8
4211,2021,50,1,0,7137,29495.749613601234,0,10,1,0,1,1,0,2,1,35-54,258.8
5002,2011,65,5,0,3552,0.0,0,10,1,1,2,0,1,5,3,55-70,218.1
5002,2013,67,4,0,4618,0.0,0,10,1,1,2,0,1,5,3,55-70,229.6
5003,2011,49,1,0,5882,32000.0,0,10,1,1,2,1,1,2,1,35-54,218.1
5003,2013,51,1,0,7139,30808.524825783974,0,10,1,1,2,1,1,2,1,35-54,229.6
5003,2015,53,1,0,1616,30340.501901140684,0,10,1,1,2,1,1,2,1,35-54,236.7
5003,2017,55,1,0,8276,29080.0,0,10,1,1,2,1,1,2,1,55-70,240.0
5003,2019,57,1,0,9326,37348.864994026284,0,10,1,1,2,1,1,2,1,55-70,251.1
5003,2021,59,1,0,8920,41294.04945904173,0,10,1,1,2,1,1,2,1,55-70,258.8
5005,2011,44,1,0,975,24000.0,0,10,1,1,2,1,1,1,4,35-54,218.1
5005,2013,46,1,0,6170,29637.28222996516,0,10,1,0,2,1,1,1,4,35-54,229.6
5005,2015,48,5,0,8520,3224.9683143219268,0,10,1,0,2,1,1,1,4,35-54,236.7
5005,2017,50,5,0,3859,0.0,0,10,1,1,2,1,1,1,4,35-54,240.0
5005,2019,52,5,0,5234,0.0,0,10,1,1,2,1,1,1,4,35-54,251.1
5005,2021,54,5,0,2013,0.0,0,10,1,1,2,1,1,1,4,35-54,258.8
5031,2021,37,1,0,2997,44976.804482225656,0,10,1,1,2,1,2,1,1,35-54,258.8
5033,2015,20,3,0,7098,5067.807351077313,0,10,1,0,2,1,2,0,1,18-34,236.7
5033,2017,22,1,0,4162,8178.749999999999,0,10,1,0,2,1,2,0,1,18-34,240.0
5033,2019,24,3,0,6282,13028.673835125448,0,10,1,0,2,1,2,0,1,18-34,251.1
5033,2021,26,1,0,4065,0.0,0,10,1,0,2,1,2,0,1,18-34,258.8
5181,2011,27,1,0,8244,28000.0,0,10,1,1,2,0,0,1,4,18-34,218.1
5181,2013,29,1,0,8024,31062.151567944253,0,10,1,1,2,0,0,1,4,18-34,229.6
5182,2011,38,1,0,8389,237387.0,0,10,1,1,3,1,0,2,1,35-54,218.1
5182,2013,40,1,0,5048,310858.993902439,0,10,1,1,3,1,0,2,1,35-54,229.6
5183,2011,55,1,0,536,30000.0,0,10,1,1,2,1,0,3,3,55-70,218.1
5183,2013,57,1,0,1528,24697.735191637632,0,10,1,1,2,1,0,3,3,55-70,229.6
5183,2015,59,1,0,587,29946.134347275034,0,10,1,1,2,1,0,3,3,55-70,236.7
5183,2017,61,1,0,3894,34532.5,0,10,1,1,2,1,0,3,3,55-70,240.0
5183,2019,63,1,0,5026,37262.00716845878,0,10,1,1,2,1,0,3,3,55-70,251.1
5183,2021,65,3,0,6970,27810.278207109735,0,10,1,1,2,1,0,3,3,55-70,258.8
5184,2015,37,1,0,2571,46070.975918884666,0,10,1,1,2,1,0,0,2,35-54,236.7
5184,2017,39,1,0,4308,59288.667499999996,0,10,1,1,2,1,0,0,2,35-54,240.0
5184,2019,41,1,0,9491,43428.9127837515,0,10,1,1,2,1,0,0,2,35-54,251.1
5186,2015,64,5,0,987,0.0,0,10,1,1,2,1,0,5,4,55-70,236.7
5186,2017,66,4,0,4039,0.0,0,10,1,1,2,1,0,5,4,55-70,240.0
6006,2011,56,1,0,3622,85000.0,0,10,1,1,3,1,1,3,1,55-70,218.1
6006,2013,58,1,0,1195,189982.57839721255,0,10,1,1,3,1,1,3,1,55-70,229.6
6006,2015,60,1,0,3220,202712.29404309252,0,10,1,1,3,1,1,3,1,55-70,236.7
6006,2017,62,1,0,4043,199925.0,0,10,1,1,3,1,1,3,1,55-70,240.0
6006,2019,64,1,0,6444,173715.651135006,0,10,1,1,3,1,1,3,1,55-70,251.1
6006,2021,66,1,0,5474,227538.63987635236,0,10,1,1,3,1,1,3,1,55-70,258.8
6031,2011,36,1,0,4234,85000.0,0,10,1,1,3,1,2,2,1,35-54,218.1
6031,2013,38,1,0,3571,104490.4181184669,0,10,1,1,3,1,2,2,1,35-54,229.6
6031,2017,42,1,0,9110,113593.75,0,10,1,1,3,1,2,2,1,35-54,240.0
6031,2021,46,1,0,8618,109555.64142194744,0,10,1,1,3,1,2,2,1,35-54,258.8
6032,2011,30,1,0,4787,90000.0,0,10,1,1,3,1,2,3,1,18-34,218.1
6032,2013,32,1,0,8860,99740.8536585366,0,10,1,1,3,1,2,3,1,18-34,229.6
6032,2015,34,1,0,7525,105963.24461343473,0,10,1,1,3,1,2,3,1,18-34,236.7
6032,2017,36,1,0,7810,104506.25,0,10,1,1,3,1,2,3,1,35-54,240.0
6032,2019,38,1,0,8441,66880.5256869773,0,10,1,1,3,1,2,3,1,35-54,251.1
6032,2021,40,1,0,4485,171075.34775888716,0,10,1,1,3,1,2,3,1,35-54,258.8
6033,2011,29,1,0,5342,100000.0,0,10,1,1,3,1,2,3,1,18-34,218.1
6033,2013,31,1,0,9021,90241.72473867597,0,10,1,0,3,1,2,3,1,18-34,229.6
6033,2017,35,1,0,8286,83605.0,0,10,1,1,3,1,2,3,1,35-54,240.0
6033,2019,37,1,0,8878,147658.30346475507,0,10,1,1,3,1,2,3,1,35-54,251.1
6034,2011,27,1,0,7106,35000.0,0,10,1,1,3,1,2,0,1,18-34,218.1
6034,2013,29,1,0,3221,0.0,0,10,1,1,3,1,2,0,1,18-34,229.6
6034,2015,31,1,0,2679,101356.14702154626,0,10,1,1,3,1,2,0,1,18-34,236.7
6034,2017,33,1,0,5702,104506.25,0,10,1,1,3,1,2,0,1,18-34,240.0
6034,2019,35,1,0,5801,125943.84707287933,0,10,1,1,3,1,2,0,1,35-54,251.1
6034,2021,37,1,0,6607,139051.39103554867,0,10,1,1,3,1,2,0,1,35-54,258.8
6170,2011,66,1,0,4773,27000.0,0,10,1,1,2,1,5,3,1,55-70,218.1
6170,2013,68,1,0,2662,22987.891986062717,0,10,1,1,2,1,5,3,1,55-70,229.6
6170,2015,70,1,0,3130,13821.292775665399,0,10,1,1,2,1,5,3,1,55-70,236.7
6174,2011,37,1,0,5667,79700.0,0,10,1,1,3,1,5,3,1,35-54,218.1
6174,2013,39,1,0,1612,86848.63588850174,0,10,1,1,3,1,5,3,1,35-54,229.6
6174,2015,41,1,0,2184,129109.30291508239,0,10,1,1,3,1,5,3,1,35-54,236.7
6174,2017,43,1,0,6322,161757.5,0,10,1,1,3,1,5,3,1,35-54,240.0
7003,2011,56,5,0,550,0.0,0,10,1,1,2,1,1,3,5,55-70,218.1
7003,2013,58,5,0,6441,0.0,0,10,1,1,2,1,1,3,5,55-70,229.6
7003,2015,60,5,0,48,0.0,0,10,1,1,2,1,1,3,5,55-70,236.7
7003,2017,62,5,0,3802,0.0,0,10,1,0,2,1,1,3,5,55-70,240.0
7003,2019,64,5,0,4054,0.0,0,10,1,1,2,1,1,3,5,55-70,251.1
7004,2011,55,1,0,499,30000.0,0,10,1,1,2,0,1,4,4,55-70,218.1
7004,2013,57,1,0,2820,28497.386759581885,0,10,1,1,2,0,1,4,4,55-70,229.6
7004,2015,59,1,0,2000,27642.585551330798,0,10,1,1,2,0,1,4,4,55-70,236.7
7004,2017,61,6,0,4360,0.0,0,10,1,1,2,0,1,4,4,55-70,240.0
7004,2019,63,4,0,4037,0.0,0,10,1,1,2,0,1,4,4,55-70,251.1
7004,2021,65,4,0,4057,0.0,0,10,1,1,2,0,1,4,4,55-70,258.8
7005,2011,53,5,0,21,0.0,0,10,1,1,2,1,1,5,4,35-54,218.1
7005,2013,55,5,0,4526,0.0,0,10,1,1,2,1,1,5,4,55-70,229.6
7005,2015,57,5,0,2782,0.0,0,10,1,1,2,1,1,5,4,55-70,236.7
7030,2011,39,6,0,1100,0.0,0,10,1,0,2,0,2,3,1,35-54,218.1
7031,2011,37,1,0,43,15850.0,0,10,1,0,2,1,2,2,4,35-54,218.1
7031,2013,39,1,0,3305,5699.477351916376,0,10,1,0,2,1,2,2,4,35-54,229.6
7031,2015,41,1,0,2733,58273.334600760456,0,10,1,1,2,1,2,2,4,35-54,236.7
7031,2017,43,1,0,3831,59068.75,0,10,1,0,2,1,2,2,4,35-54,240.0
7031,2021,47,1,0,3943,38765.842349304476,0,10,1,1,2,1,2,2,4,35-54,258.8
7032,2011,36,1,0,163,40000.0,0,10,1,0,2,1,2,1,5,35-54,218.1
7032,2013,38,1,0,6774,22797.909407665506,0,10,1,0,2,1,2,1,5,35-54,229.6
7032,2015,40,1,0,1121,552.851711026616,0,10,1,0,2,1,2,1,5,35-54,236.7
7032,2017,42,3,0,4371,1817.5,0,10,1,1,2,1,2,1,5,35-54,240.0
7033,2021,47,1,0,6582,13483.771251931992,0,10,1,1,2,0,2,1,5,35-54,258.8
7034,2011,36,1,0,434,20000.0,0,10,1,0,2,0,2,3,4,35-54,218.1
7034,2013,38,1,0,6118,12809.575348432056,0,10,1,0,2,0,2,3,4,35-54,229.6
7034,2015,40,1,0,3442,13821.292775665399,0,10,1,1,2,0,2,3,4,35-54,236.7
7034,2017,42,1,0,4984,36350.0,0,10,1,1,2,0,2,3,4,35-54,240.0
7034,2019,44,1,0,4127,21714.45639187575,0,10,1,1,2,0,2,3,4,35-54,251.1
7034,2021,46,1,0,3931,30136.228748068002,0,10,1,0,2,0,2,3,4,35-54,258.8
7035,2011,34,1,0,379,28000.0,0,10,1,0,2,1,2,0,1,18-34,218.1
7035,2015,38,1,0,4593,27810.28390367554,0,10,1,1,2,1,2,0,1,35-54,236.7
7035,2017,40,5,0,4348,0.0,0,10,1,1,2,1,2,0,1,35-54,240.0
7035,2019,42,5,0,3985,0.0,0,10,1,1,2,1,2,0,1,35-54,251.1
7035,2021,44,5,0,2135,0.0,0,10,1,1,2,1,2,0,1,35-54,258.8
7036,2013,32,6,0,5796,47.49564459930314,0,10,1,1,2,0,2,4,5,18-34,229.6
7036,2015,34,1,0,3959,0.0,0,10,1,1,2,0,2,4,5,18-34,236.7
7036,2017,36,1,0,5898,4543.75,0,10,1,1,2,0,2,4,5,35-54,240.0
7036,2019,38,1,0,4093,6514.336917562724,0,10,1,1,2,0,2,4,5,35-54,251.1
7036,2021,40,6,0,4020,0.0,0,10,1,0,2,0,2,4,5,35-54,258.8
7037,2011,30,1,0,523,1400.0,0,10,1,1,2,1,2,2,1,18-34,218.1
7037,2013,32,1,0,5855,6839.3728222996515,0,10,1,0,2,1,2,2,1,18-34,229.6
7037,2017,36,1,0,7924,68156.25,0,10,1,1,2,1,2,2,1,35-54,240.0
7037,2019,38,1,0,4136,62537.63440860215,0,10,1,1,2,1,2,2,1,35-54,251.1
7038,2011,27,1,0,3452,24018.0,0,10,1,0,2,1,2,1,4,18-34,218.1
7038,2013,29,3,0,5991,10449.04181184669,0,10,1,0,2,1,2,1,4,18-34,229.6
7038,2015,31,1,0,7746,12899.873257287707,0,10,1,0,2,1,2,1,4,18-34,236.7
7038,2017,33,3,0,5735,9087.5,0,10,1,1,2,1,2,1,4,18-34,240.0
7038,2019,35,1,0,4045,26057.347670250896,0,10,1,0,2,1,2,1,4,35-54,251.1
7038,2021,37,1,0,8470,63205.17774343122,0,10,1,0,2,1,2,1,4,35-54,258.8
7039,2011,23,1,0,83,14000.0,0,10,1,0,2,1,2,0,2,18-34,218.1
7039,2013,25,1,0,6276,14464.323606271777,0,10,1,0,2,1,2,0,2,18-34,229.6
7039,2015,27,1,0,5421,7325.2851711026615,0,10,1,0,2,1,2,0,2,18-34,236.7
7039,2017,29,1,0,5069,11897.355,0,10,1,1,2,1,2,0,2,18-34,240.0
7039,2019,31,1,0,4355,39086.021505376346,0,10,1,1,2,1,2,0,2,18-34,251.1
7039,2021,33,1,0,8281,45918.9829984544,0,10,1,1,2,1,2,0,2,18-34,258.8
7041,2019,28,1,0,4231,39086.021505376346,0,10,1,0,2,1,2,1,2,18-34,251.1
7041,2021,30,1,0,3865,37923.10664605873,0,10,1,1,2,1,2,1,2,18-34,258.8
7042,2013,21,1,0,6202,14248.693379790942,0,10,1,0,3,1,2,1,1,18-34,229.6
7042,2015,23,1,0,6262,19349.809885931558,0,10,1,1,3,1,2,1,1,18-34,236.7
7042,2017,25,1,0,4139,56342.5,0,10,1,1,3,1,2,1,1,18-34,240.0
7042,2019,27,1,0,4308,78172.04301075269,0,10,1,1,3,1,2,1,1,18-34,251.1
7042,2021,29,1,0,6330,50564.14219474497,0,10,1,0,3,1,2,1,1,18-34,258.8
7043,2013,21,3,0,8581,11398.954703832753,0,10,1,0,2,1,2,1,2,18-34,229.6
7043,2015,23,1,0,8170,18428.390367553868,0,10,1,0,2,1,2,1,2,18-34,236.7
7043,2017,25,1,0,9038,27262.5,0,10,1,1,2,1,2,1,2,18-34,240.0
7043,2019,27,1,0,3992,24320.191158900838,0,10,1,1,2,1,2,1,2,18-34,251.1
7043,2021,29,1,0,6274,874.759659969088,0,10,1,1,2,1,2,1,2,18-34,258.8
7044,2013,20,3,0,8359,617.4433797909408,0,10,1,0,2,1,2,0,2,18-34,229.6
7044,2015,22,3,0,5709,138.212927756654,0,10,1,0,2,1,2,0,2,18-34,236.7
7044,2017,24,3,0,4261,3271.5,0,10,1,0,2,1,2,0,2,18-34,240.0
7044,2019,26,3,0,4048,0.0,0,10,1,0,2,1,2,0,2,18-34,251.1
7044,2021,28,1,0,5920,4213.678516228748,0,10,1,0,2,1,2,0,2,18-34,258.8
7045,2015,22,1,0,3856,2211.406844106464,0,10,1,1,2,0,2,3,2,18-34,236.7
7045,2017,24,1,0,3854,0.0,0,10,1,1,2,0,2,3,2,18-34,240.0
7048,2017,20,3,0,6798,1635.75,0,10,1,1,2,0,2,1,2,18-34,240.0
7048,2019,22,1,0,4198,13897.252090800479,0,10,1,1,2,0,2,1,2,18-34,251.1
7048,2021,24,1,0,4239,16011.97836166924,0,10,1,1,2,0,2,1,2,18-34,258.8
7049,2017,18,7,0,5140,0.0,0,10,1,0,2,0,2,2,2,18-34,240.0
7049,2019,20,3,0,4077,0.0,0,10,1,1,2,0,2,2,2,18-34,251.1
7171,2011,54,6,0,183,0.0,0,10,1,1,2,0,5,5,4,35-54,218.1
7177,2011,40,1,0,6885,54000.0,0,10,1,1,2,1,5,3,4,35-54,218.1
7184,2019,49,1,0,4044,6253.763440860215,0,10,1,1,1,1,5,1,1,35-54,251.1
7187,2011,35,1,0,477,22000.0,0,10,1,1,2,1,5,4,1,35-54,218.1
7188,2015,31,6,0,8150,433.06717363751585,0,10,1,1,2,0,0,3,5,18-34,236.7
7194,2011,22,1,0,177,5000.0,0,10,1,1,2,1,0,2,1,18-34,218.1
7194,2013,24,1,0,4127,41439.949912891985,0,10,1,1,2,1,0,2,1,18-34,229.6
7194,2015,26,1,0,3786,156641.31812420787,0,10,1,0,2,1,0,2,1,18-34,236.7
7194,2017,28,1,0,4690,336237.5,0,10,1,0,2,1,0,2,1,18-34,240.0
7194,2019,30,1,0,3893,130286.73835125448,0,10,1,0,2,1,0,2,1,18-34,251.1
7194,2021,32,1,0,7533,337094.2812982998,0,10,1,0,2,1,0,2,1,18-34,258.8
7203,2013,51,4,0,7355,0.0,0,10,1,0,2,1,0,3,1,35-54,229.6
7203,2015,53,5,0,1156,0.0,0,10,1,1,2,1,0,3,1,35-54,236.7
7203,2017,55,5,0,4596,0.0,0,10,1,1,2,1,0,3,1,55-70,240.0
7203,2019,57,5,0,4092,0.0,0,10,1,1,2,1,0,3,1,55-70,251.1
7203,2021,59,5,0,4898,0.0,0,10,1,1,2,1,0,3,1,55-70,258.8
7205,2013,20,3,0,8696,15806.550522648084,0,10,1,1,2,1,0,2,1,18-34,229.6
7205,2015,22,1,0,7575,41463.8783269962,0,10,1,1,2,1,0,2,1,18-34,236.7
7205,2017,24,1,0,5879,43256.5,0,10,1,1,2,1,0,2,1,18-34,240.0
7205,2019,26,1,0,4016,36132.85543608124,0,10,1,1,2,1,0,2,1,18-34,251.1
7205,2021,28,1,0,6614,46856.105100463676,0,10,1,1,2,1,0,2,1,18-34,258.8
7206,2017,22,1,0,4873,29080.0,0,10,1,0,2,1,3,1,2,18-34,240.0
7206,2019,24,1,0,4454,59063.32138590203,0,10,1,1,2,1,3,1,2,18-34,251.1
7206,2021,26,1,0,4800,25057.06066460587,0,10,1,1,2,1,3,1,2,18-34,258.8
7217,2015,23,1,0,6743,62771.70468948036,0,10,1,1,2,1,0,0,1,18-34,236.7
7217,2017,25,1,0,5233,26353.75,0,10,1,1,2,1,0,0,1,18-34,240.0
7217,2019,27,1,0,4131,52114.69534050179,0,10,1,0,2,1,0,0,1,18-34,251.1
7217,2021,29,1,0,4476,54777.82071097372,0,10,1,0,2,1,0,0,1,18-34,258.8
7222,2021,24,1,0,6528,0.0,0,10,1,0,2,1,0,3,2,18-34,258.8
7223,2019,31,1,0,4290,4342.891278375149,0,10,1,1,2,1,0,2,2,18-34,251.1
7230,2021,27,3,0,6517,42136.78516228747,0,10,1,1,2,1,0,2,2,18-34,258.8
10003,2011,67,4,0,2486,1800.0,0,10,1,1,3,0,1,2,4,55-70,218.1
10003,2013,69,1,0,866,3419.6864111498257,0,10,1,1,3,0,1,2,4,55-70,229.6
10006,2011,47,1,0,8551,10000.0,0,10,1,0,3,0,1,3,4,35-54,218.1
10006,2013,49,1,0,7473,20518.118466898955,0,10,1,0,3,0,1,3,4,35-54,229.6
10006,2015,51,1,0,6871,23035.487959442333,0,10,1,0,3,0,1,3,4,35-54,236.7
10006,2017,53,1,0,1458,15448.75,0,10,1,0,3,0,1,3,4,35-54,240.0
10006,2019,55,1,0,3135,26057.347670250896,0,10,1,1,3,0,1,3,4,55-70,251.1
10006,2021,57,6,0,1623,0.0,0,10,1,0,3,0,1,3,4,55-70,258.8
10007,2011,45,3,0,2506,25272.0,0,10,1,0,3,1,1,3,2,35-54,218.1
10007,2013,47,3,0,2351,20993.07491289199,0,10,1,0,3,1,1,3,2,35-54,229.6
10007,2015,49,6,0,1443,3869.9619771863117,0,10,1,0,3,1,1,3,2,35-54,236.7
10007,2017,51,1,0,1478,15176.125,0,10,1,0,3,1,1,3,2,35-54,240.0
10007,2019,53,6,0,2994,1910.8721624850657,0,10,1,0,3,1,1,3,2,35-54,251.1
10007,2021,55,5,0,1328,0.0,0,10,1,0,3,1,1,3,2,55-70,258.8
10021,2011,64,1,0,2581,2688.0,0,10,1,1,3,1,1,4,1,55-70,218.1
10021,2013,66,4,0,6294,0.0,0,10,1,1,3,1,1,4,1,55-70,229.6
10021,2015,68,4,0,227,0.0,0,10,1,1,3,1,1,4,1,55-70,236.7
10021,2017,70,4,0,1151,0.0,0,10,1,1,3,1,1,4,1,55-70,240.0
10031,2011,35,1,0,8316,5700.0,0,10,1,0,2,1,2,0,2,35-54,218.1
10031,2013,37,5,0,6697,1804.8344947735193,0,10,1,1,2,1,2,0,2,35-54,229.6
10031,2015,39,3,0,833,0.0,0,10,1,0,2,1,2,0,2,35-54,236.7
10031,2017,41,3,0,1173,5906.875,0,10,1,1,2,1,2,0,2,35-54,240.0
10032,2019,32,1,0,3172,17371.565113500597,0,10,1,1,3,0,2,2,2,18-34,251.1
10032,2021,34,1,0,1517,8427.357032457496,0,10,1,0,3,0,2,2,2,18-34,258.8
10034,2011,21,1,0,8869,10000.0,0,10,1,1,3,0,2,2,1,18-34,218.1
10034,2015,25,1,0,5033,27642.585551330798,0,10,1,1,3,0,2,2,1,18-34,236.7
10035,2017,25,3,0,1744,0.0,0,10,1,0,2,1,2,0,2,18-34,240.0
10035,2019,27,3,0,3101,0.0,0,10,1,0,2,1,2,0,2,18-34,251.1
10035,2021,29,3,0,1718,0.0,0,10,1,0,2,1,2,0,2,18-34,258.8
10177,2011,47,1,0,8800,19761.0,0,10,1,1,2,0,5,1,5,35-54,218.1
10181,2011,44,1,0,4144,39000.0,0,10,1,1,3,1,0,1,1,35-54,218.1
10181,2013,46,1,0,6082,47495.64459930314,0,10,1,1,3,1,0,1,1,35-54,229.6
10181,2015,48,1,0,5006,40588.52978453739,0,10,1,1,3,1,0,1,1,35-54,236.7
10181,2017,50,1,0,1510,42711.25,0,10,1,1,3,1,0,1,1,35-54,240.0
10181,2019,52,1,0,2922,42734.050179211474,0,10,1,1,3,1,0,1,1,35-54,251.1
10181,2021,54,1,0,1220,54777.82071097372,0,10,1,1,3,1,0,1,1,35-54,258.8
10185,2013,28,3,0,7423,1899.8257839721255,0,10,1,0,3,1,0,2,2,18-34,229.6
10186,2017,26,1,0,1566,15448.75,0,10,1,1,2,1,0,2,1,18-34,240.0
10186,2019,28,1,0,3136,28564.064516129034,0,10,1,1,2,1,0,2,1,18-34,251.1
10186,2021,30,3,0,1362,63205.17774343122,0,10,1,1,2,1,0,2,1,18-34,258.8
11003,2011,58,1,0,30,34680.0,0,10,1,1,3,1,1,0,4,55-70,218.1
11003,2013,60,1,0,155,31392.7212543554,0,10,1,1,3,1,1,0,4,55-70,229.6
11003,2015,62,4,0,187,14598.049429657794,0,10,1,1,3,1,1,0,4,55-70,236.7
11003,2017,64,4,0,503,0.0,0,10,1,1,3,1,1,0,4,55-70,240.0
11003,2019,66,4,0,649,0.0,0,10,1,1,3,1,1,0,4,55-70,251.1
11003,2021,68,4,0,289,0.0,0,10,1,1,3,1,1,0,4,55-70,258.8
13004,2011,61,4,0,3979,0.0,0,10,1,1,3,0,1,0,4,55-70,218.1
13004,2013,63,5,0,1002,0.0,0,10,1,1,3,0,1,0,4,55-70,229.6
13004,2015,65,4,0,2072,0.0,0,10,1,1,3,0,1,0,4,55-70,236.7
13004,2017,67,4,0,3820,7270.0,0,10,1,1,3,0,1,0,4,55-70,240.0
13004,2019,69,4,0,1903,0.0,0,10,1,1,3,0,1,0,4,55-70,251.1
13030,2015,37,1,0,6113,46070.975918884666,0,10,1,1,3,0,2,1,4,35-54,236.7
13170,2011,63,4,0,3817,48696.0,0,10,1,1,3,1,5,3,1,55-70,218.1
13170,2013,65,4,0,1596,0.0,0,10,1,1,3,1,5,3,1,55-70,229.6
