Person_ID,Year,Age,Labor_Income,Insurance,Education,Gender,Last_Marital,Employment
7033,2021,47,13483.771251931992,1,2,0,5,1.0
7034,2011,36,20000.0,0,2,0,4,1.0
7034,2013,38,12809.575348432056,0,2,0,4,1.0
7034,2015,40,13821.292775665399,1,2,0,4,1.0
7034,2017,42,36350.0,1,2,0,4,1.0
7034,2019,44,21714.45639187575,1,2,0,4,1.0
7034,2021,46,30136.228748068002,0,2,0,4,1.0
7035,2011,34,28000.0,0,2,1,1,1.0
7035,2015,38,27810.28390367554,1,2,1,1,1.0
7036,2015,34,0.0,1,2,0,5,1.0
7036,2017,36,4543.75,1,2,0,5,1.0
7036,2019,38,6514.336917562724,1,2,0,5,1.0
7037,2011,30,1400.0,1,2,1,1,1.0
7037,2013,32,6839.3728222996515,0,2,1,1,1.0
7037,2017,36,68156.25,1,2,1,1,1.0
7037,2019,38,62537.63440860215,1,2,1,1,1.0
7038,2011,27,24018.0,0,2,1,4,1.0
7038,2013,29,10449.04181184669,0,2,1,4,0.0
7038,2015,31,12899.873257287707,0,2,1,4,1.0
7038,2017,33,9087.5,1,2,1,4,0.0
7038,2019,35,26057.347670250896,0,2,1,4,1.0
7038,2021,37,63205.17774343122,0,2,1,4,1.0
7039,2011,23,14000.0,0,2,1,2,1.0
7039,2013,25,14464.323606271777,0,2,1,2,1.0
7039,2015,27,7325.2851711026615,0,2,1,2,1.0
7039,2017,29,11897.355,1,2,1,2,1.0
7039,2019,31,39086.021505376346,1,2,1,2,1.0
7039,2021,33,45918.9829984544,1,2,1,2,1.0
7041,2019,28,39086.021505376346,0,2,1,2,1.0
7041,2021,30,37923.10664605873,1,2,1,2,1.0
7042,2013,21,14248.693379790942,0,3,1,1,1.0
7042,2015,23,19349.809885931558,1,3,1,1,1.0
7042,2017,25,56342.5,1,3,1,1,1.0
7042,2019,27,78172.04301075269,1,3,1,1,1.0
7042,2021,29,50564.14219474497,0,3,1,1,1.0
7043,2013,21,11398.954703832753,0,2,1,2,0.0
7043,2015,23,18428.390367553868,0,2,1,2,1.0
7043,2017,25,27262.5,1,2,1,2,1.0
7043,2019,27,24320.191158900838,1,2,1,2,1.0
7043,2021,29,874.759659969088,1,2,1,2,1.0
7044,2013,20,617.4433797909408,0,2,1,2,0.0
7044,2015,22,138.212927756654,0,2,1,2,0.0
7044,2017,24,3271.5,0,2,1,2,0.0
7044,2019,26,0.0,0,2,1,2,0.0
7044,2021,28,4213.678516228748,0,2,1,2,1.0
7045,2015,22,2211.406844106464,1,2,0,2,1.0
7045,2017,24,0.0,1,2,0,2,1.0
7048,2017,20,1635.75,1,2,0,2,0.0
7048,2019,22,13897.252090800479,1,2,0,2,1.0
7048,2021,24,16011.97836166924,1,2,0,2,1.0
7049,2019,20,0.0,1,2,0,2,0.0
7177,2011,40,54000.0,1,2,1,4,1.0
7184,2019,49,6253.763440860215,1,1,1,1,1.0
7187,2011,35,22000.0,1,2,1,1,1.0
7194,2011,22,5000.0,1,2,1,1,1.0
7194,2013,24,41439.949912891985,1,2,1,1,1.0
7194,2015,26,156641.31812420787,0,2,1,1,1.0
7194,2017,28,336237.5,0,2,1,1,1.0
7194,2019,30,130286.73835125448,0,2,1,1,1.0
7194,2021,32,337094.2812982998,0,2,1,1,1.0
7205,2013,20,15806.550522648084,1,2,1,1,0.0
7205,2015,22,41463.8783269962,1,2,1,1,1.0
7205,2017,24,43256.5,1,2,1,1,1.0
7205,2019,26,36132.85543608124,1,2,1,1,1.0
7205,2021,28,46856.105100463676,1,2,1,1,1.0
7206,2017,22,29080.0,0,2,1,2,1.0
7206,2019,24,59063.32138590203,1,2,1,2,1.0
7206,2021,26,25057.06066460587,1,2,1,2,1.0
7217,2015,23,62771.70468948036,1,2,1,1,1.0
7217,2017,25,26353.75,1,2,1,1,1.0
7217,2019,27,52114.69534050179,0,2,1,1,1.0
7217,2021,29,54777.82071097372,0,2,1,1,1.0
7222,2021,24,0.0,0,2,1,2,1.0
7223,2019,31,4342.891278375149,1,2,1,2,1.0
7230,2021,27,42136.78516228747,1,2,1,2,0.0
10003,2013,69,3419.6864111498257,1,3,0,4,1.0
10006,2011,47,10000.0,0,3,0,4,1.0
10006,2013,49,20518.118466898955,0,3,0,4,1.0
10006,2015,51,23035.487959442333,0,3,0,4,1.0
10006,2017,53,15448.75,0,3,0,4,1.0
10006,2019,55,26057.347670250896,1,3,0,4,1.0
10007,2011,45,25272.0,0,3,1,2,0.0
10007,2013,47,20993.07491289199,0,3,1,2,0.0
10007,2017,51,15176.125,0,3,1,2,1.0
10021,2011,64,2688.0,1,3,1,1,1.0
10031,2011,35,5700.0,0,2,1,2,1.0
10031,2015,39,0.0,0,2,1,2,0.0
10031,2017,41,5906.875,1,2,1,2,0.0
10032,2019,32,17371.565113500597,1,3,0,2,1.0
10032,2021,34,8427.357032457496,0,3,0,2,1.0
10034,2011,21,10000.0,1,3,0,1,1.0
10034,2015,25,27642.585551330798,1,3,0,1,1.0
10035,2017,25,0.0,0,2,1,2,0.0
10035,2019,27,0.0,0,2,1,2,0.0
10035,2021,29,0.0,0,2,1,2,0.0
10177,2011,47,19761.0,1,2,0,5,1.0
10181,2011,44,39000.0,1,3,1,1,1.0
10181,2013,46,47495.64459930314,1,3,1,1,1.0
10181,2015,48,40588.52978453739,1,3,1,1,1.0
10181,2017,50,42711.25,1,3,1,1,1.0
10181,2019,52,42734.050179211474,1,3,1,1,1.0
10181,2021,54,54777.82071097372,1,3,1,1,1.0
10185,2013,28,1899.8257839721255,0,3,1,2,0.0
10186,2017,26,15448.75,1,2,1,1,1.0
10186,2019,28,28564.064516129034,1,2,1,1,1.0
10186,2021,30,63205.17774343122,1,2,1,1,0.0
11003,2011,58,34680.0,1,3,1,4,1.0
11003,2013,60,31392.7212543554,1,3,1,4,1.0
13030,2015,37,46070.975918884666,1,3,0,4,1.0
13178,2011,36,124700.0,1,3,1,1,1.0
13178,2013,38,142486.9337979094,1,3,1,1,1.0
13179,2019,39,130286.73835125448,1,3,1,4,1.0
13179,2021,41,168547.1406491499,1,3,1,4,1.0
14030,2013,27,23747.82229965157,1,3,1,1,1.0
14030,2015,29,55285.171102661596,1,3,1,1,1.0
14030,2017,31,49072.5,1,3,1,1,1.0
14030,2019,33,50377.53882915173,1,3,1,1,1.0
14030,2021,35,69947.0633693972,1,3,1,1,1.0
14031,2015,27,8845.627376425857,1,2,0,2,1.0
14032,2017,24,18175.0,1,3,1,2,0.0
14032,2019,26,69486.26045400239,1,3,1,2,1.0
14032,2021,28,111241.11282843894,1,3,1,2,1.0
14033,2017,22,22718.75,1,3,0,2,1.0
14033,2021,26,252.82071097372486,1,3,0,2,0.0
14173,2011,49,63000.0,1,3,1,1,1.0
14173,2013,51,60794.425087108015,1,3,1,1,1.0
14173,2015,53,64499.36628643853,1,3,1,1,1.0
14173,2017,55,66338.75,1,3,1,1,1.0
14179,2017,34,16357.499999999998,0,2,1,2,1.0
14179,2019,36,25504.063321385904,0,2,1,2,1.0
14181,2021,41,25282.071097372485,1,2,1,2,1.0
16003,2011,49,0.0,0,3,0,4,1.0
16003,2013,51,17098.43205574913,0,3,0,4,1.0
16003,2015,53,17506.970849176174,0,3,0,4,1.0
16005,2011,48,0.0,1,3,1,1,0.0
16005,2013,50,4559.581881533101,1,3,1,1,1.0
16005,2015,52,5528.51711026616,1,3,1,1,1.0
16005,2017,54,16357.499999999998,1,3,1,1,1.0
16034,2021,22,3370.942812982998,1,3,0,2,1.0
16172,2011,52,15000.0,1,2,1,1,0.0
16172,2015,56,44228.13688212928,1,3,1,1,1.0
16172,2017,58,44528.75,1,3,1,1,1.0
16173,2011,37,28000.0,0,3,1,1,1.0
16173,2015,41,19073.384030418252,1,3,1,1,1.0
16173,2017,43,38167.5,1,3,1,1,1.0
16173,2019,45,26057.347670250896,1,3,1,1,1.0
16174,2011,21,15322.0,1,2,1,2,1.0
16174,2013,23,36096.68989547039,0,2,1,2,0.0
16174,2015,25,1704.6261089987327,0,2,1,2,0.0
16174,2017,27,35441.25,1,2,1,2,0.0
16174,2019,29,4342.891278375149,0,2,1,2,0.0
16176,2011,31,28500.0,1,3,1,1,1.0
16176,2013,33,26597.56097560976,1,3,1,1,1.0
16176,2015,35,42385.29784537389,1,3,1,1,1.0
16176,2017,37,32714.999999999996,1,3,1,1,1.0
16176,2019,39,31268.817204301075,1,3,1,1,1.0
16176,2021,41,28653.013910355483,1,3,1,1,1.0
18003,2011,54,41501.0,1,2,1,1,1.0
18003,2013,56,37321.127613240424,1,2,1,1,1.0
18003,2015,58,45610.26615969582,1,2,1,1,1.0
18003,2017,60,40893.75,1,2,1,1,1.0
18003,2019,62,54720.43010752688,1,2,1,1,1.0
18003,2021,64,38653.75850077279,1,2,1,1,1.0
18004,2011,57,0.0,1,2,1,1,1.0
18004,2013,59,0.0,1,2,1,1,1.0
18004,2015,61,0.0,1,2,1,1,1.0
18004,2017,63,0.0,1,2,1,1,1.0
18004,2019,65,0.0,1,2,1,1,1.0
18005,2011,58,16500.0,0,2,1,4,0.0
18005,2013,60,38946.42857142857,1,2,1,4,0.0
18005,2015,62,27642.585551330798,1,2,1,4,0.0
18005,2017,64,36350.0,1,2,1,4,0.0
18005,2019,66,21166.383512544802,1,2,1,4,0.0
18005,2021,68,7537.428129829984,1,2,1,4,1.0
18030,2011,39,75000.0,1,3,1,1,1.0
18030,2013,41,0.0,1,3,1,1,1.0
18030,2015,43,0.0,1,3,1,1,1.0
18035,2017,43,38167.5,0,2,1,4,1.0
18035,2019,45,43428.9127837515,1,2,1,4,1.0
18035,2021,47,26293.353941267385,0,2,1,4,1.0
18041,2015,19,4607.097591888467,1,2,1,2,1.0
18041,2021,25,59834.23493044822,1,2,1,2,1.0
18185,2017,42,0.0,1,3,0,4,0.0
18185,2019,44,4342.891278375149,1,3,0,4,1.0
18193,2013,48,131087.97909407667,1,3,1,1,1.0
18204,2011,35,72000.0,1,2,1,1,1.0
18204,2013,37,91191.63763066202,1,2,1,1,1.0
18204,2015,39,66342.20532319392,1,2,1,1,1.0
18205,2011,27,21000.0,0,2,1,1,1.0
18205,2013,29,8074.259581881533,0,2,1,1,1.0
18205,2015,31,14742.712294043093,1,2,1,1,1.0
18206,2011,34,115000.0,1,3,1,1,1.0
18206,2013,36,123488.67595818816,1,3,1,1,1.0
18206,2015,38,87534.85424588087,1,3,1,1,1.0
18209,2011,32,65000.0,1,3,1,1,1.0
18209,2015,36,73713.56147021547,1,3,1,1,1.0
18209,2017,38,90875.0,1,3,1,1,1.0
18209,2019,40,152001.19474313024,1,3,1,1,1.0
18209,2021,42,75846.21329211746,1,3,1,1,1.0
18217,2021,20,37923.10664605873,1,2,1,1,1.0
19003,2011,59,0.0,0,2,1,2,1.0
19003,2013,61,0.0,0,2,1,2,1.0
19003,2015,63,0.0,1,2,1,2,1.0
19003,2017,65,0.0,1,2,1,2,0.0
19003,2019,67,0.0,1,2,1,2,1.0
19004,2011,58,42000.0,0,2,0,3,1.0
19004,2013,60,14343.684668989548,1,2,0,3,0.0
19004,2017,64,4071.2,1,2,0,3,1.0
19030,2015,32,17359.54372623574,1,2,0,4,1.0
19030,2019,36,24320.191158900838,1,3,0,4,1.0
19030,2021,38,33709.42812982998,1,3,0,4,1.0
19171,2011,29,22677.0,1,3,0,4,1.0
19171,2013,31,11949.90418118467,1,3,0,4,1.0
19171,2015,33,10623.967046894804,1,3,0,4,1.0
19171,2019,37,21944.62962962963,0,3,0,4,1.0
19171,2021,39,9345.096213292116,1,3,0,4,1.0
19174,2013,28,9119.163763066203,1,2,1,1,1.0
19175,2017,45,34459.799999999996,1,2,1,5,1.0
22003,2011,53,26000.0,1,3,0,4,1.0
22003,2013,55,23747.82229965157,1,3,0,4,1.0
22003,2015,57,18428.390367553868,1,3,0,4,1.0
22003,2017,59,25445.0,1,3,0,4,1.0
22003,2019,61,25188.769414575865,1,3,0,4,1.0
22003,2021,63,20225.65687789799,1,3,0,4,1.0
22004,2011,46,7500.0,1,2,1,4,1.0
22004,2013,48,26122.604529616725,1,2,1,4,1.0
22004,2015,50,46070.975918884666,0,2,1,4,1.0
22004,2017,52,75273.58,1,2,1,4,1.0
22004,2019,54,48640.382317801676,0,2,1,4,0.0
22004,2021,56,37923.10664605873,0,2,1,4,0.0
22032,2021,21,32023.95672333848,1,3,1,2,1.0
22173,2011,45,43000.0,1,3,0,4,1.0
22173,2013,47,46545.73170731708,1,3,0,4,1.0
22173,2015,49,47453.10519645121,1,3,0,4,1.0
22173,2017,51,49981.25,1,3,0,4,1.0
22173,2019,53,49508.9605734767,1,3,0,4,1.0
22173,2021,55,48035.935085007724,1,3,0,4,1.0
22175,2011,37,75000.0,1,3,0,4,1.0
22175,2015,41,73713.56147021547,1,3,0,4,1.0
22175,2017,43,72700.0,1,3,0,4,1.0
22176,2013,21,9501.0287456446,1,3,1,1,1.0
22176,2015,23,38054.62610899873,1,3,1,1,1.0
22176,2017,25,29988.75,1,3,1,1,1.0
22176,2019,27,50377.53882915173,1,3,1,1,1.0
23003,2011,61,115000.0,1,3,0,4,1.0
23003,2013,63,87391.98606271777,1,3,0,4,0.0
23003,2015,65,75556.40050697085,1,3,0,4,1.0
23003,2017,67,63612.49999999999,1,3,0,4,1.0
23030,2011,42,96000.0,1,3,0,2,1.0
23030,2013,44,98790.94076655053,1,3,0,2,1.0
23030,2015,46,93063.37135614702,1,3,0,2,1.0
23030,2017,48,93601.25,1,3,0,2,1.0
38001,2013,67,1899.8257839721255,1,3,1,1,1.0
38001,2015,69,0.0,1,3,1,1,1.0
39001,2011,66,0.0,1,3,1,1,1.0
39001,2013,68,0.0,1,3,1,1,1.0
39001,2015,70,0.0,1,3,1,1,1.0
39003,2011,44,5000.0,1,2,0,4,1.0
39003,2013,46,18048.344947735193,1,2,0,4,1.0
39003,2015,48,18421.019011406846,1,2,0,4,1.0
39003,2017,50,0.0,1,2,0,4,1.0
39003,2019,52,0.0,1,2,0,4,1.0
39003,2021,54,0.0,1,2,0,4,1.0
39030,2011,40,62000.0,1,3,1,1,1.0
39030,2013,42,64594.07665505227,1,3,1,1,1.0
39030,2015,44,66710.773130545,1,3,1,1,1.0
39030,2017,46,69973.75,1,3,1,1,1.0
39030,2021,50,70789.79907264296,1,3,1,1,1.0
39032,2019,18,13028.673835125448,1,2,1,2,1.0
39171,2011,39,0.0,1,3,1,1,1.0
39171,2013,41,0.0,1,3,1,1,1.0
39171,2015,43,230354.87959442334,1,3,1,1,1.0
39171,2017,45,0.0,1,3,1,1,1.0
39171,2019,47,778246.1170848268,1,3,1,1,1.0
39171,2021,49,471931.99381761975,1,3,1,1,1.0
39172,2017,47,37258.75,1,3,0,4,1.0
39172,2019,49,27794.504181600958,0,3,0,4,1.0
39176,2011,43,24000.0,1,3,1,1,1.0
39176,2015,47,36856.780735107735,0,3,1,1,1.0
39177,2021,31,46350.46367851622,1,3,1,2,1.0
40003,2011,51,55000.0,1,2,1,1,1.0
40003,2013,53,48445.557491289204,1,2,1,1,1.0
40003,2015,55,82927.7566539924,1,2,1,1,1.0
40003,2017,57,72700.0,1,2,1,1,1.0
40003,2019,59,60800.477897252094,1,2,1,1,1.0
40004,2011,49,6000.0,0,2,0,4,1.0
40005,2011,48,66000.0,1,3,0,1,1.0
40005,2013,50,73143.29268292684,1,3,0,1,1.0
40005,2015,52,78320.65906210394,1,3,0,1,1.0
40005,2017,54,84513.75,1,3,0,1,1.0
40005,2019,56,95543.60812425328,1,3,0,1,0.0
40030,2021,49,29495.749613601234,0,2,0,5,1.0
40032,2011,29,30000.0,1,3,0,1,1.0
40033,2013,31,0.0,1,2,0,5,0.0
40033,2015,33,534.4233206590621,1,2,0,5,0.0
40034,2011,28,19700.0,1,3,1,4,1.0
40034,2013,30,55094.94773519164,1,3,1,4,1.0
40034,2017,34,55433.75,1,3,1,4,1.0
40034,2019,36,70962.84348864995,1,3,1,4,1.0
40034,2021,38,79217.15610510045,1,3,1,4,1.0
40035,2013,27,11398.954703832753,1,2,1,5,1.0
40035,2015,29,41463.8783269962,1,2,1,5,1.0
40035,2017,31,40893.75,0,2,1,5,1.0
40035,2019,33,52114.69534050179,1,2,1,5,1.0
40035,2021,35,0.0,0,2,1,5,1.0
40036,2011,24,15194.0,1,3,1,2,1.0
40036,2013,26,36096.68989547039,1,3,1,2,1.0
40036,2015,28,42385.29784537389,1,3,1,2,1.0
40036,2017,30,54525.0,1,3,1,2,1.0
40036,2019,32,47771.80406212664,1,3,1,2,1.0
40036,2021,34,50564.14219474497,1,3,1,2,1.0
40037,2013,22,17098.43205574913,0,2,0,1,1.0
40172,2011,41,75000.0,1,2,1,1,1.0
40172,2013,43,68393.72822299652,1,2,1,1,1.0
40172,2015,45,83849.17617237009,1,2,1,1,1.0
40172,2017,47,83605.0,1,2,1,1,1.0
40172,2019,49,86857.825567503,1,2,1,1,1.0
40172,2021,51,85116.3060278207,1,2,1,1,1.0
40173,2011,40,43000.0,0,3,1,1,1.0
40173,2013,42,47495.64459930314,0,3,1,1,1.0
40173,2017,46,29534.375,1,3,1,1,1.0
40181,2011,33,22000.0,1,2,1,1,1.0
40181,2013,35,21847.996515679442,1,2,1,1,1.0
40181,2015,37,35935.36121673004,1,2,1,1,1.0
40181,2017,39,34532.5,1,2,1,1,1.0
40181,2019,41,39954.59976105137,1,2,1,1,1.0
40181,2021,43,38765.842349304476,1,2,1,1,1.0
40184,2015,34,10135.614702154626,1,3,0,5,1.0
40190,2011,25,10000.0,0,3,1,1,1.0
40191,2013,50,48516.800958188156,1,3,1,1,1.0
40191,2015,52,78320.65906210394,1,3,1,1,0.0
40191,2017,54,41802.5,1,3,1,1,1.0
40191,2019,56,54720.43010752688,1,3,1,1,1.0
40191,2021,58,53092.34930448222,1,3,1,1,0.0
40193,2011,29,21400.0,0,2,1,4,1.0
40195,2015,37,27642.585551330798,0,2,1,1,1.0
40195,2017,39,19992.5,1,2,1,1,1.0
41004,2011,55,11000.0,1,2,1,1,1.0
41004,2013,57,0.0,1,2,1,1,1.0
41007,2011,49,30496.0,1,3,0,1,1.0
41031,2011,31,35000.0,1,2,1,3,1.0
41031,2013,33,37046.602787456446,1,2,1,3,1.0
41032,2019,19,9119.20310633214,0,2,0,2,0.0
41032,2021,21,10112.828438948995,1,2,0,2,1.0
41035,2021,18,8174.536321483771,1,2,1,2,1.0
41180,2011,30,66000.0,1,3,1,1,1.0
41180,2013,32,82642.42160278746,1,3,1,1,1.0
41180,2015,34,93984.79087452471,1,3,1,1,1.0
41180,2017,36,105415.0,1,3,1,1,1.0
41180,2019,38,132023.89486260453,1,3,1,1,1.0
41180,2021,40,127253.09119010819,1,3,1,1,1.0
41186,2021,38,39608.57805255023,0,2,0,2,1.0
41187,2015,31,6449.9366286438535,1,2,0,4,1.0
41187,2017,33,9996.25,1,2,0,4,1.0
41187,2019,35,12246.95340501792,1,3,0,4,1.0
41187,2021,37,7584.621329211745,1,3,0,4,1.0
41194,2011,30,34000.0,1,2,0,4,1.0
41194,2013,32,30397.212543554007,1,2,0,4,1.0
41194,2015,34,31328.263624841573,1,2,0,4,1.0
41194,2017,36,34986.875,1,2,0,4,1.0
41194,2019,38,33874.55197132617,1,2,0,4,1.0
41194,2021,40,34973.5316846986,1,2,0,4,1.0
41196,2011,31,48000.0,1,3,1,1,1.0
41196,2013,33,52245.20905923345,1,3,1,1,1.0
41196,2015,35,53442.332065906216,1,3,1,1,1.0
41196,2017,37,60431.875,1,3,1,1,1.0
41196,2021,41,83430.83462132921,1,3,1,1,1.0
41199,2011,40,0.0,0,2,1,2,0.0
41199,2013,42,10449.04181184669,1,2,1,2,1.0
41199,2015,44,4607.097591888467,1,2,1,2,1.0
41199,2017,46,10905.0,1,2,1,2,1.0
41200,2011,43,47000.0,1,3,1,1,1.0
41200,2013,45,49775.43554006969,1,3,1,1,1.0
41200,2015,47,82927.7566539924,1,3,1,1,1.0
41200,2017,49,47255.0,1,3,1,1,1.0
41200,2019,51,51246.117084826765,1,3,1,1,1.0
41200,2021,53,49957.37248840803,1,3,1,1,1.0
41203,2011,27,0.0,0,2,1,1,0.0
41203,2013,29,0.0,1,2,1,1,0.0
41204,2011,31,21100.0,1,2,1,1,1.0
41204,2013,33,25647.648083623695,1,2,1,1,0.0
41204,2015,35,20271.22940430925,1,2,1,1,1.0
41204,2017,37,52525.75,1,2,1,1,1.0
41204,2019,39,46903.22580645161,1,2,1,1,1.0
41204,2021,41,42136.78516228747,1,2,1,1,1.0
41207,2013,55,28858.353658536587,1,2,1,1,1.0
41207,2015,57,31328.263624841573,1,2,1,1,1.0
41207,2017,59,21991.75,1,2,1,1,1.0
41207,2019,61,19543.010752688173,1,2,1,1,1.0
45031,2011,33,0.0,1,2,0,4,1.0
45031,2013,35,43695.993031358885,1,2,0,4,0.0
45031,2015,37,921.4195183776933,1,2,0,4,1.0
45031,2017,39,27262.5,1,2,0,4,1.0
45033,2013,19,20355.68336236934,0,2,0,1,1.0
45033,2015,21,24878.32699619772,1,2,0,1,1.0
45033,2019,25,0.0,1,2,0,1,1.0
45034,2017,21,27262.5,1,2,0,4,1.0
45034,2019,23,32293.73954599761,1,2,0,4,0.0
45173,2011,55,26000.0,1,1,1,1,1.0
45173,2013,57,32643.75653310105,1,1,1,1,1.0
45173,2015,59,33171.10266159696,1,1,1,1,1.0
45173,2017,61,36350.0,1,1,1,1,1.0
45173,2019,63,31268.817204301075,1,1,1,1,1.0
45173,2021,65,29495.749613601234,1,1,1,1,1.0
45178,2011,56,35150.0,0,1,1,1,1.0
